game_id,ゲームタイトル,プラットフォーム,総合点_ゲーマー,コンテンツ量_ゲーマー,自由度_ゲーマー,ソーシャリティ_ゲーマー,BGM_ゲーマー,グラフィック_ゲーマー,感情移入_ゲーマー,ゲーム性_ゲーマー,総合点_カジュアル,コンテンツ量_カジュアル,自由度_カジュアル,ソーシャリティ_カジュアル,BGM_カジュアル,グラフィック_カジュアル,感情移入_カジュアル,敷居の低さ_カジュアル,会社,ジャンル,ゲームシステム,タグ,詳細URL,ゲームの価値_総合
5766,The Survivalists（ザ サバイバリスト）,Switch/PS4/PC,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.7,0.4,0.6,0.6,0.6,0.6,0.4,0.6,Team17,その他シミュレーション,サバイバルゲーム,マルチプレイ,https://gamewith.jp/switch/game/show/5766,0.6499999999999999
6193,この素晴らしい世界に祝福を！ ～この欲望の衣装に寵愛を！～,Switch/PS4,0.6,0.6,0.4,0.2,0.6,0.4,0.6,0.4,0.7,0.6,0.4,0.2,0.6,0.4,0.6,0.8,MAGES.,アドベンチャー,アドベンチャー,原作あり,https://gamewith.jp/switch/game/show/6193,0.6499999999999999
5944,プロ野球 ファミスタ 2020,Switch,0.6,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.6,0.6,0.4,0.6,0.4,0.6,0.8,BANDAINAMCOEntertainment,野球,野球,マルチプレイ,https://gamewith.jp/switch/game/show/5944,0.6499999999999999
6137,この素晴らしい世界に祝福を！～希望の迷宮と集いし冒険者たち～PLUS,PS4/Switch,0.6,0.6,0.6,0.2,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.4,0.6,0.6,ENTERGRAM,ベーシックRPG,ダンジョンRPG,原作あり/本格ストーリー,https://gamewith.jp/ps4/game/show/6137,0.6
5743,Gleamlight（グリムライト）,Switch/PS4/PC,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.4,0.7,0.4,0.4,0.6,0.6,0.6,0.4,0.8,D3PUBLISHER,アクション,横スクロールアクション,ファンタジー,https://gamewith.jp/switch/game/show/5743,0.6499999999999999
6587,Monstrum（モンストラム）,Switch/PS4,0.6,0.4,0.6,0.2,0.4,0.4,0.6,0.6,0.6,0.4,0.6,0.2,0.4,0.4,0.6,0.6,Soedesco,,調査中,なし,https://gamewith.jp/switch/game/show/6587,0.6
5671,Root Film（ルートフィルム）,PS4/Switch,0.6,0.6,0.2,0.2,0.6,0.6,0.6,0.2,0.7,0.6,0.2,0.2,0.6,0.6,0.6,0.8,角川ゲームス,アドベンチャー,推理アドベンチャー,本格ストーリー,https://gamewith.jp/ps4/game/show/5671,0.6499999999999999
6586,野球部ものがたり,Switch,0.6,0.4,0.6,0.4,0.4,0.2,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.2,0.6,0.6,Kairosoft,,調査中,なし,https://gamewith.jp/switch/game/show/6586,0.6
6584,デッドリープリモニション2,Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,TOYBOX,アドベンチャー,推理アドベンチャー,オープンワールド,https://gamewith.jp/switch/game/show/6584,0.6
6289,ブレア・ウィッチ 日本語版,PS4/Switch/PC,0.6,0.4,0.6,0.2,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.2,0.4,0.6,0.6,0.4,NAPUBLISHING,アドベンチャー,ホラーゲーム,原作あり,https://gamewith.jp/ps4/game/show/6289,0.6
6566,天国の仔猫ちゃん（Purrs In Heaven）,Switch,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.6,スターサイン,その他パズル,その他パズル,ドット絵,https://gamewith.jp/switch/game/show/6566,0.6
5900,デスマッチラブコメ！,PS4/Switch/PC,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.6,KEMCO,恋愛シミュレーション,恋愛シミュレーション,美少女/その発想はなかった,https://gamewith.jp/ps4/game/show/5900,0.6
5709,Death Come True（デスカムトゥルー）,PS4/Switch/PC,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.2,0.7,0.4,0.4,0.4,0.6,0.6,0.6,1.0,イザナギゲームズ,アドベンチャー,ノベルゲーム,Steam,https://gamewith.jp/ps4/game/show/5709,0.6499999999999999
6232,ナムコットコレクション,Switch,0.6,0.6,0.4,0.8,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.8,0.4,0.4,0.4,0.6,BANDAINAMCOEntertainment,アクション,その他アクション,ドット絵/マルチプレイ,https://gamewith.jp/switch/game/show/6232,0.6499999999999999
6066,ゴブリンソード,Switch,0.6,0.6,0.6,0.4,0.6,0.2,0.4,0.6,0.7,0.6,0.6,0.4,0.6,0.2,0.4,0.8,レイニーフロッグ,アクション,アクション,ドット絵/ファンタジー,https://gamewith.jp/switch/game/show/6066,0.6499999999999999
7663,eSports Legend,Switch/PC/アプリ,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.7,0.4,0.6,0.4,0.4,0.4,0.6,0.8,CoconutIslandGames,,調査中,なし,https://gamewith.jp/switch/game/show/7663,0.6499999999999999
6583,探偵 神宮寺三郎 PRISM OF EYES 〜連鎖する呪い〜,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.6,ARCSYSTEMWORKS,,調査中,なし,https://gamewith.jp/ps4/game/show/6583,0.6
5739,スペースインベーダー インヴィンシブルコレクション,Switch,0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.6,0.7,0.4,0.6,0.6,0.6,0.4,0.4,0.8,TAITO,シューティング,シューティング,ドット絵,https://gamewith.jp/switch/game/show/5739,0.6499999999999999
5658,ゲーム ドラえもん のび太の新恐竜,Switch,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.8,0.6,0.6,0.6,0.6,0.4,0.6,0.8,FURYU,アクション,アドベンチャー,原作あり,https://gamewith.jp/switch/game/show/5658,0.7
5521,ラヴアール キス(LoveR Kiss),Switch/PS4,0.6,0.6,0.6,0.4,0.4,0.8,0.8,0.4,0.7,0.6,0.6,0.4,0.4,0.8,0.8,0.6,KADOKAWA,恋愛シミュレーション,恋愛シミュレーション,美少女/学園,https://gamewith.jp/switch/game/show/5521,0.6499999999999999
5792,Graveyard Keeper（グレイブヤードキーパー）,Switch/PC,0.6,0.6,0.6,0.2,0.6,0.4,0.4,0.6,0.7,0.6,0.6,0.2,0.6,0.4,0.4,0.8,tinyBuildLLC,その他シミュレーション,その他シミュレーション,ゾンビ,https://gamewith.jp/switch/game/show/5792,0.6499999999999999
5001,東方幻想麻雀,Switch,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.4,0.7,0.4,0.6,0.6,0.4,0.6,0.4,0.8,メディアスケープ,パーティーゲーム,ボードゲーム,東方/麻雀,https://gamewith.jp/switch/game/show/5001,0.6499999999999999
5471,東北大学加齢医学研究所 川島隆太教授監修 脳を鍛える大人のNintendo Switchトレーニング,Switch,0.6,0.4,0.4,0.6,0.2,0.4,0.2,0.6,0.8,0.4,0.4,0.6,0.2,0.4,0.2,1.0,Nintendo,,調査中,なし,https://gamewith.jp/switch/game/show/5471,0.7
6067,チックタック：二人のための物語（Tick Tock: A Tale for Two）,Switch,0.6,0.4,0.4,0.8,0.4,0.4,0.6,0.4,0.7,0.4,0.4,0.8,0.4,0.4,0.6,0.8,OtherTalesInteractive,,調査中,なし,https://gamewith.jp/switch/game/show/6067,0.6499999999999999
3541,ダンジョンに出会いを求めるのは間違っているだろうか インフィニト・コンバーテ,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.6,MAGES.,,調査中,なし,https://gamewith.jp/ps4/game/show/3541,0.6
4920,ギガレッカー オルト(GIGA WRECKER Alt.),Switch,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,RisingStarGames,,調査中,なし,https://gamewith.jp/switch/game/show/4920,0.6
3442,デジモンストーリー サイバースルゥース ハッカーズメモリー,Switch/PS4,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.6,BANDAINAMCOEntertainment,ベーシックRPG,コマンドバトルRPG,ファンタジー,https://gamewith.jp/switch/game/show/3442,0.6499999999999999
4713,ディズニー ツムツム フェスティバル,Switch,0.6,0.6,0.6,0.8,0.6,0.6,0.2,0.4,0.9,0.6,0.6,0.8,0.6,0.6,0.2,1.0,BANDAINAMCOEntertainment,,調査中,なし,https://gamewith.jp/switch/game/show/4713,0.75
6068,空気読み2,Switch/PS4/PC,0.6,0.6,0.4,0.6,0.6,0.2,0.2,0.4,0.7,0.6,0.4,0.6,0.6,0.2,0.2,0.8,ジー・モード,,調査中,なし,https://gamewith.jp/switch/game/show/6068,0.6499999999999999
5037,オメガラビリンス ライフ,Switch/PS4,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.6,D3PUBLISHER,,調査中,なし,https://gamewith.jp/switch/game/show/5037,0.6
5280,PICROSS LORD OF THE NAZARICK (オーバーロード ピクロス),Switch,0.6,0.4,0.6,0.2,0.6,0.6,0.4,0.6,0.7,0.4,0.6,0.2,0.6,0.6,0.4,0.8,ジュピター,,調査中,なし,https://gamewith.jp/switch/game/show/5280,0.6499999999999999
5257,ぷるきゃらフレンズ ほっぺちゃんとサンリオキャラクターズ,Switch,0.6,0.6,1.0,0.6,0.6,0.6,0.4,0.2,0.9,0.6,1.0,0.6,0.6,0.6,0.4,0.8,neos,,調査中,なし,https://gamewith.jp/switch/game/show/5257,0.75
5230,フィンチ家の奇妙な屋敷でおきたこと,Switch/PS4/PS5/PC/XOne,0.6,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.6,0.4,AnnapurnaInteractive,,調査中,なし,https://gamewith.jp/switch/game/show/5230,0.6
5187,SEGA AGES スペースハリアー,Switch,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.6,SEGA,,調査中,なし,https://gamewith.jp/switch/game/show/5187,0.6
4791,じんるいのみなさまへ,PS4/Switch,0.6,0.6,0.2,0.4,0.6,0.4,0.8,0.2,0.7,0.6,0.2,0.4,0.6,0.4,0.8,0.6,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/ps4/game/show/4791,0.6499999999999999
4020,妖怪ウォッチ4 ぼくらは同じ空を見上げている,Switch/PS4,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.7,0.4,0.4,0.4,0.6,0.6,0.6,0.8,LEVEL-5,,調査中,なし,https://gamewith.jp/switch/game/show/4020,0.6499999999999999
3976,My Friend Pedro(マイフレンドペドロ),Switch,0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.6,0.7,0.4,0.6,0.6,0.6,0.4,0.4,0.8,DevolverDigital,,調査中,なし,https://gamewith.jp/switch/game/show/3976,0.6499999999999999
6214,VA-11 Hall-A ヴァルハラ,Switch/PS4,0.6,0.4,0.4,0.2,0.6,0.6,0.6,0.2,0.7,0.4,0.4,0.2,0.6,0.6,0.6,0.8,PLAYISM,,調査中,なし,https://gamewith.jp/switch/game/show/6214,0.6499999999999999
4932,私立ベルばら学園 ～ベルサイユのばらRe*imagination～,Switch,0.6,0.4,0.2,0.2,0.6,0.6,0.8,0.2,0.7,0.4,0.2,0.2,0.6,0.6,0.8,0.8,IDEAFACTORY,,調査中,なし,https://gamewith.jp/switch/game/show/4932,0.6499999999999999
4797,みんなのどうぶつしょうぎ,Switch/PS4,0.6,0.4,0.6,0.8,0.6,0.2,0.2,0.8,0.8,0.4,0.6,0.8,0.6,0.2,0.2,1.0,SilverStarJapan,,調査中,なし,https://gamewith.jp/switch/game/show/4797,0.7
4761,バイオハザード HDリマスター,Switch/PS4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,CAPCOM,,調査中,なし,https://gamewith.jp/switch/game/show/4761,0.6
4969,ピクロスS3,Switch,0.6,0.8,0.2,0.4,0.6,0.6,0.2,0.4,0.8,0.8,0.2,0.4,0.6,0.6,0.2,1.0,ジュピター,,調査中,なし,https://gamewith.jp/switch/game/show/4969,0.7
6110,THE 体感！スポーツパック,Switch,0.6,0.6,0.4,0.6,0.6,0.6,0.2,0.4,0.7,0.6,0.4,0.6,0.6,0.6,0.2,0.8,D3PUBLISHER,,調査中,なし,https://gamewith.jp/switch/game/show/6110,0.6499999999999999
4839,ナイト・イン・ザ・ウッズ (Night in the Woods),PS4/Switch,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.2,0.7,0.4,0.4,0.6,0.6,0.4,0.6,0.8,PLAYISM,,調査中,なし,https://gamewith.jp/ps4/game/show/4839,0.6499999999999999
4807,スーパーリアル麻雀PⅤ,Switch,0.6,0.6,0.6,0.6,0.4,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.6,0.6,MightyCraft,,調査中,なし,https://gamewith.jp/switch/game/show/4807,0.6
4630,ゲーム ドラえもん のび太の月面探査記,Switch,0.6,0.4,0.4,0.8,0.6,0.6,0.4,0.4,0.9,0.4,0.4,0.8,0.6,0.6,0.4,1.0,FURYU,,調査中,なし,https://gamewith.jp/switch/game/show/4630,0.75
3769,ウィザーズ シンフォニー,Switch/PS4,0.6,0.4,0.4,0.4,0.6,0.6,0.4,0.6,0.7,0.4,0.4,0.4,0.6,0.6,0.4,0.8,ARCSYSTEMWORKS,,調査中,なし,https://gamewith.jp/switch/game/show/3769,0.6499999999999999
4693,ゆめにっき ドリームダイアリー(YUMENIKKI -DREAM DIARY-),Switch/PC,0.6,0.4,0.6,0.4,0.2,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.2,0.4,0.6,0.6,PLAYISM,,調査中,なし,https://gamewith.jp/switch/game/show/4693,0.6
3663,東方スカイアリーナ・幻想郷空戦姫-MATSURI-CLIMAX,PS4/Switch,0.6,0.4,0.4,0.8,0.6,0.4,0.4,0.6,0.7,0.4,0.4,0.8,0.6,0.4,0.4,0.6,領域ZERO,,調査中,なし,https://gamewith.jp/ps4/game/show/3663,0.6499999999999999
4068,ROBOTICS:NOTES Dash (ロボティクス・ノーツ ダッシュ) ,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.2,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.6,MAGES.,,調査中,なし,https://gamewith.jp/ps4/game/show/4068,0.6
3441,Momodora: 月下のレクイエム,PS4/XOne/Switch/PC,0.6,0.6,0.6,0.4,0.4,0.2,0.4,0.6,0.5,0.6,0.6,0.4,0.4,0.2,0.4,0.4,ActiveGamingMedia,アクション,アクション,ドット絵,https://gamewith.jp/ps4/game/show/3441,0.55
4353,Fit Boxing（フィットボクシング）,Switch,0.6,0.4,0.4,0.8,0.6,0.4,0.2,0.6,0.8,0.4,0.4,0.8,0.6,0.4,0.2,1.0,Imagineer,,調査中,なし,https://gamewith.jp/switch/game/show/4353,0.7
4152,鬼武者 リマスター,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.6,CAPCOM,,調査中,なし,https://gamewith.jp/ps4/game/show/4152,0.6
6116,スポーツパーティー,Switch,0.6,0.6,0.4,0.6,0.4,0.6,0.2,0.4,0.7,0.6,0.4,0.6,0.4,0.6,0.2,0.8,Ubisoft,,調査中,なし,https://gamewith.jp/switch/game/show/6116,0.6499999999999999
4024,ダイダロス：ジ・アウェイクニング・オブ・ゴールデンジャズ,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,ARCSYSTEMWORKS,,調査中,なし,https://gamewith.jp/ps4/game/show/4024,0.6
6092,ピカちんキット ゲームでピラメキ大作戦！,Switch,0.6,0.6,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.4,0.6,0.4,0.6,0.6,FURYU,,調査中,なし,https://gamewith.jp/switch/game/show/6092,0.6
3998,夜廻と深夜廻 for Nintendo Switch,Switch,0.6,0.6,0.4,0.6,0.2,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.2,0.4,0.6,0.8,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/switch/game/show/3998,0.6
3917,ベイブレードバースト バトルゼロ,Switch,0.6,0.4,0.6,0.8,0.4,0.6,0.4,0.4,0.8,0.4,0.6,0.8,0.4,0.6,0.4,1.0,FURYU,,調査中,なし,https://gamewith.jp/switch/game/show/3917,0.7
3932,スーパー マリオパーティ,Switch,0.6,0.4,0.4,0.8,0.6,0.6,0.2,0.4,0.9,0.4,0.4,0.8,0.6,0.6,0.2,1.0,Nintendo,,調査中,なし,https://gamewith.jp/switch/game/show/3932,0.75
4002,すみっコぐらし あつまれ！すみっコタウン,Switch,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.8,0.4,0.6,0.4,0.4,0.6,0.4,1.0,NIPPONCOLUMBIA,,調査中,なし,https://gamewith.jp/switch/game/show/4002,0.7
4163,ブリッジ コンストラクター ポータル,Switch/PS4,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.7,0.6,0.4,0.6,0.4,0.4,0.6,0.6,RainyFrog,,調査中,なし,https://gamewith.jp/switch/game/show/4163,0.6499999999999999
3558,大戦略パーフェクト4.0,PS4/Switch,0.6,0.6,0.6,0.2,0.4,0.4,0.2,0.6,0.5,0.6,0.6,0.2,0.4,0.4,0.2,0.4,SystemSoftAlpha,,調査中,なし,https://gamewith.jp/ps4/game/show/3558,0.55
6091,おしゃべり！カケジョ！～奪われたドットコインを追え！～,Switch,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,クラウズプレイカンパニー,,調査中,なし,https://gamewith.jp/switch/game/show/6091,0.6
3483,薄桜鬼 真改 風華伝,PS4/Switch,0.6,0.6,0.4,0.2,0.4,0.4,0.6,0.4,0.6,0.6,0.4,0.2,0.4,0.4,0.6,0.6,IDEAFACTORY,恋愛シミュレーション,恋愛シミュレーション,イケメン,https://gamewith.jp/ps4/game/show/3483,0.6
3428,Hyper Light Drifter - ハイパーライトドリフター,PS4/Switch/PC,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,PLAYISM,アクションRPG,アクションRPG,本格ストーリー,https://gamewith.jp/ps4/game/show/3428,0.55
3920,リトルドラゴンズカフェ,PS4/Switch,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.6,Marvelous,,調査中,なし,https://gamewith.jp/ps4/game/show/3920,0.6
3980,モーフィーズ・ロウ,Switch,0.6,0.4,0.6,0.6,0.4,0.4,0.2,0.6,0.7,0.4,0.6,0.6,0.4,0.4,0.2,0.8,コスモスコープ,,調査中,なし,https://gamewith.jp/switch/game/show/3980,0.6499999999999999
3569,僕のヒーローアカデミア ワンズ ジャスティス,PS4/Switch,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.6,BANDAINAMCOEntertainment,,調査中,なし,https://gamewith.jp/ps4/game/show/3569,0.6
4007,フラッシュバック,Switch,0.6,0.4,0.4,0.4,0.6,0.2,0.6,0.6,0.5,0.4,0.4,0.4,0.6,0.2,0.6,0.4,3goo,,調査中,なし,https://gamewith.jp/switch/game/show/4007,0.55
3979,コード・オブ・プリンセス EX,Switch,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.4,0.6,0.4,0.6,0.4,0.6,0.6,Pikii,,調査中,なし,https://gamewith.jp/switch/game/show/3979,0.6499999999999999
3773,ロックマンX アニバーサリー コレクション1＋2,Switch/PS4,0.6,0.8,0.4,0.4,0.6,0.4,0.4,0.6,0.7,0.8,0.4,0.4,0.6,0.4,0.4,0.8,CAPCOM,,調査中,なし,https://gamewith.jp/switch/game/show/3773,0.6499999999999999
3762,ひぐらしのなく頃に 奉 スイッチ版,Switch/PS4,0.6,0.8,0.4,0.2,0.6,0.4,0.6,0.2,0.6,0.8,0.4,0.2,0.6,0.4,0.6,0.6,ENTERGRAM,アドベンチャー,ノベルゲーム,原作あり,https://gamewith.jp/switch/game/show/3762,0.6
3966,クローズド・ナイトメア,PS4/Switch,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/ps4/game/show/3966,0.6
3436,ポータルナイツ,PS4/Switch,0.6,0.6,0.6,0.8,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.4,0.4,0.4,0.6,Spike-Chunsoft,アクションRPG,アクションRPG,マルチプレイ/オープンワールド,https://gamewith.jp/ps4/game/show/3436,0.6
3765,パンチアウト!! (アケアカ),Switch,0.6,0.4,0.4,0.6,0.8,0.2,0.2,0.6,0.8,0.4,0.4,0.6,0.8,0.2,0.2,1.0,HAMSTER,格闘ゲーム,格闘ゲーム,ドット絵,https://gamewith.jp/switch/game/show/3765,0.7
6109,ゴルフストーリー,Switch,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.4,0.4,0.4,0.4,0.8,FLYHIGHWORKS,,調査中,なし,https://gamewith.jp/switch/game/show/6109,0.6499999999999999
7298,The Sexy Brutale(セクシー・ブルテイル),PS4/Switch/PC,0.6,0.4,0.2,0.2,0.6,0.4,0.6,0.4,0.6,0.4,0.2,0.2,0.6,0.4,0.6,0.6,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/ps4/game/show/7298,0.6
3858,東方紅舞闘V スイッチ,Switch/PS4,0.6,0.4,0.6,0.6,0.8,0.4,0.4,0.4,0.6,0.4,0.6,0.6,0.8,0.4,0.4,0.4,メディアスケープ,アクション,アクション,美少女/PvP,https://gamewith.jp/switch/game/show/3858,0.6
3854,マリオブラザーズ スイッチ版,Switch,0.6,0.2,0.4,0.8,0.6,0.4,0.4,0.6,0.8,0.2,0.4,0.8,0.6,0.4,0.4,1.0,HAMSTER,アクション,アクション,ドット絵/マリオ,https://gamewith.jp/switch/game/show/3854,0.7
3846,ダブルドラゴン IV スイッチ,Switch,0.6,0.2,0.6,0.6,0.6,0.4,0.4,0.6,0.7,0.2,0.6,0.6,0.6,0.4,0.4,0.8,ARCSYSTEMWORKS,アクション,アクション,ドット絵/PvP,https://gamewith.jp/switch/game/show/3846,0.6499999999999999
6114,Infinite Minigolf（インフィニット・ミニゴルフ）,PS4/Switch,0.6,0.6,0.4,0.6,0.6,0.6,0.2,0.4,0.7,0.6,0.4,0.6,0.6,0.6,0.2,0.8,ZenStudios,その他スポーツ,ゴルフ,マルチプレイ,https://gamewith.jp/ps4/game/show/6114,0.6499999999999999
3640,Fate/EXTELLA(フェイト/エクステラ),PS4/Switch/PC,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,Marvelous,,調査中,なし,https://gamewith.jp/ps4/game/show/3640,0.6
3349,ショベルナイト,Switch/PS4/PC,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.6,ヨットクラブゲームズ,アクション,アクション,ドット絵,https://gamewith.jp/switch/game/show/3349,0.6
3922,ポケモンクエスト スイッチ版,Switch,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,0.6,0.6,0.6,0.4,1.0,ThePokemonCompany,,調査中,なし,https://gamewith.jp/switch/game/show/3922,0.7
3864,RXN -雷神-,Switch,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.6,0.5,0.6,0.4,0.2,0.6,0.6,0.4,0.4,KAYAC,シューティング,シューティング,メカ,https://gamewith.jp/switch/game/show/3864,0.55
3843,ご当地鉄道 for ニンテンドースイッチ!!,Switch,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,0.6,0.6,0.6,0.4,1.0,BANDAINAMCOEntertainment,,調査中,なし,https://gamewith.jp/switch/game/show/3843,0.7
3841,PEACH BALL 閃乱カグラ,Switch,0.6,0.4,0.4,0.2,0.6,0.6,0.4,0.6,0.5,0.4,0.4,0.2,0.6,0.6,0.4,0.4,Marvelous,,調査中,なし,https://gamewith.jp/switch/game/show/3841,0.55
3780,フォールンレギオン -栄光への系譜-,Switch,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.4,0.6,0.4,0.6,0.4,0.6,0.6,ARCSYSTEMWORKS,,調査中,なし,https://gamewith.jp/switch/game/show/3780,0.6499999999999999
3779,ボクセルショット,Switch,0.6,0.4,0.4,0.8,0.4,0.4,0.6,0.6,0.7,0.4,0.4,0.8,0.4,0.4,0.6,0.8,SAT-BOX,,調査中,なし,https://gamewith.jp/switch/game/show/3779,0.6499999999999999
3778,Floor Kids,Switch/PS4/PC,0.6,0.4,0.4,0.8,0.6,0.4,0.4,0.6,0.7,0.4,0.4,0.8,0.6,0.4,0.4,0.8,MERJMedia,,調査中,なし,https://gamewith.jp/switch/game/show/3778,0.6499999999999999
3757,ロードランナー・レガシー スイッチ,Switch,0.6,0.6,0.4,0.6,0.6,0.4,0.2,0.6,0.7,0.6,0.4,0.6,0.6,0.4,0.2,0.8,TozaiGames,,調査中,なし,https://gamewith.jp/switch/game/show/3757,0.6499999999999999
3756,トレイルブレイザーズ,Switch/PC,0.6,0.4,0.4,0.8,0.6,0.4,0.4,0.6,0.7,0.4,0.4,0.8,0.6,0.4,0.4,0.8,RisingStarGames,,調査中,なし,https://gamewith.jp/switch/game/show/3756,0.6499999999999999
3747,シャンティ：ハーフ・ジーニーヒーロー,Switch/PS4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.7,0.6,0.4,0.4,0.6,0.4,0.6,0.8,OizumiAmuzio,,調査中,なし,https://gamewith.jp/switch/game/show/3747,0.6499999999999999
3744,ダマスカスギヤ東京始戦 スイッチ版,Switch,0.6,0.6,0.6,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.4,0.4,0.4,0.6,ARCSYSTEMWORKS,,調査中,なし,https://gamewith.jp/switch/game/show/3744,0.6
3739,モンスターワールド2,Switch,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.6,Pikii,,調査中,なし,https://gamewith.jp/switch/game/show/3739,0.6
3737,大盛りチャリ走DX,Switch,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.4,0.4,0.4,0.4,0.8,Spicysoft,,調査中,なし,https://gamewith.jp/switch/game/show/3737,0.6499999999999999
3736,不如帰 大乱 -1553 竜虎相搏つ-,Switch,0.6,0.6,0.6,0.2,0.4,0.4,0.6,0.6,0.7,0.6,0.6,0.2,0.4,0.4,0.6,0.8,グランゼーラ,,調査中,なし,https://gamewith.jp/switch/game/show/3736,0.6499999999999999
3732,ネオアトラス 1469,Switch,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.4,0.4,0.4,0.4,0.8,ARTDINK,,調査中,なし,https://gamewith.jp/switch/game/show/3732,0.6499999999999999
